Nordic Shorts 1: Cracks in the Exterior;wed;17:05;71;CineStar 2;8.6
Elaha;wed;18:15;110;CineStar 7;7.6
!Aitsa;thu;16:45;89;CineStar 6;8.8
Inger & det dårlige selskab | Mrs Hansen & The Bad Companions;thu;19:45;90;CineStar 6;8.2
Miraklet i Gullspång | The Gullspång Miracle;thu;22:30;109;Koki;8.3
Den siste filmen | The Last Movie;thu;22:45;83;CineStar 6;8.3
Miraklet i Gullspång | The Gullspång Miracle;fri;10:45;109;CineStar 6;8.3
Cinéma Laika | Cinema Laika | Kino Laika;fri;13:45;81;CineStar 6;8.1
Den siste filmen | The Last Movie;sat;10:15;83;CineStar 4;8.3
Inger & det dårlige selskab | Mrs Hansen & The Bad Companions;sat;10:30;90;Filmhaus 2;8.2
Cinéma Laika | Cinema Laika | Kino Laika;sat;22:45;81;CineStar 6;8.1
!Aitsa;sun;19:45;89;CineStar 6;8.8
